wind speed;P;P_with_TI
17.5;1000.0;1000.0036608135684
17.6;1000.0;1000.0031085752618
17.7;1000.0;1000.0023649233107
17.8;1000.0;1000.0015313091559
17.900000000000002;1000.0;1000.0007091842386
18.0;1000.0;999.9999999999999
18.1;1000.0;999.9994837686692
18.2;1000.0;999.999154745627
18.3;1000.0;999.9989857470432
18.400000000000002;1000.0;999.9989495890866
18.5;1000.0;999.9990190879263
18.6;1000.0;999.9991670597323
18.7;1000.0;999.9993663206733
18.8;1000.0;999.9995896869183
18.900000000000002;1000.0;999.9998099746371
19.0;1000.0;999.9999999999985
19.1;1000.0;1000.0001383237911
19.200000000000003;1000.0;1000.0002264852774
19.3;1000.0;1000.0002717683401
19.400000000000002;1000.0;1000.0002814568609
19.5;1000.0;1000.0002628347218
19.6;1000.0;1000.0002231858051
19.700000000000003;1000.0;1000.0001697939923
19.8;1000.0;1000.0001099431661
19.900000000000002;1000.0;1000.0000509172081
20.0;1000.0;1000.0000000000002
20.1;1000.0;999.9999629361619
20.200000000000003;1000.0;999.9999393132581
20.3;1000.0;999.9999271795925
20.400000000000002;1000.0;999.9999245834667
20.5;1000.0;999.9999295731834
20.6;1000.0;999.9999401970458
20.700000000000003;1000.0;999.9999545033559
20.8;1000.0;999.9999705404169
20.900000000000002;1000.0;999.9999863565309
21.0;1000.0;1000.0000000000002
21.1;1000.0;1000.0000099315625
21.200000000000003;1000.0;1000.0000162616905
21.3;1000.0;1000.000019513292
21.400000000000002;1000.0;1000.0000202092748
21.5;1000.0;1000.0000188725461
21.6;1000.0;1000.000016026014
21.700000000000003;1000.0;1000.0000121925855
21.8;1000.0;1000.0000078951689
21.900000000000002;1000.0;1000.0000036566714
22.0;1000.0;1000.0000000000003
22.1;1000.0;999.9999973375907
22.200000000000003;1000.0;999.9999956399821
22.3;1000.0;999.9999947672421
22.400000000000002;1000.0;999.999994579437
22.5;1000.0;999.9999949366345
22.6;1000.0;999.9999956989011
22.700000000000003;1000.0;999.9999967263041
22.8;1000.0;999.9999978789102
22.900000000000002;1000.0;999.9999990167867
23.0;1000.0;1000.0
23.1;1000.0;1000.0000007180773
23.200000000000003;1000.0;1000.0000011783833
23.3;1000.0;1000.000001417742
23.400000000000002;1000.0;1000.000001472979
23.5;1000.0;1000.0000013809174
23.6;1000.0;1000.0000011783831
23.700000000000003;1000.0;1000.0000009021992
23.8;1000.0;1000.000000589191
23.900000000000002;1000.0;1000.0000002761831
24.0;1000.0;999.9999999999994
24.1;1000.0;999.9999997900998
24.200000000000003;1000.0;999.9999996464844
24.3;1000.0;999.9999995617883
24.400000000000002;1000.0;999.9999995286462
24.5;1000.0;999.9999995396936
24.6;1000.0;999.9999995875654
24.700000000000003;1000.0;999.9999996648971
24.8;1000.0;999.999999764323
24.900000000000002;1000.0;999.9999998784791
25.0;1000.0;999.9999999999998
25.1;0.0;0.0
25.200000000000003;0.0;0.0
25.3;0.0;0.0
25.400000000000002;0.0;0.0
25.5;0.0;0.0
25.6;0.0;0.0
25.700000000000003;0.0;0.0
25.8;0.0;0.0
25.900000000000002;0.0;0.0
26.0;0.0;0.0
26.1;0.0;0.0
26.200000000000003;0.0;0.0
26.3;0.0;0.0
26.400000000000002;0.0;0.0
26.5;0.0;0.0
26.6;0.0;0.0
26.700000000000003;0.0;0.0
26.8;0.0;0.0
26.900000000000002;0.0;0.0
27.0;0.0;0.0
27.1;0.0;0.0
27.200000000000003;0.0;0.0
27.3;0.0;0.0
27.400000000000002;0.0;0.0
27.5;0.0;0.0
27.6;0.0;0.0
27.700000000000003;0.0;0.0
27.8;0.0;0.0
27.900000000000002;0.0;0.0
28.0;0.0;0.0
28.1;0.0;0.0
28.200000000000003;0.0;0.0
28.3;0.0;0.0
28.400000000000002;0.0;0.0
28.5;0.0;0.0
28.6;0.0;0.0
28.700000000000003;0.0;0.0
28.8;0.0;0.0
28.900000000000002;0.0;0.0
29.0;0.0;0.0
29.1;0.0;0.0
29.200000000000003;0.0;0.0
29.3;0.0;0.0
29.400000000000002;0.0;0.0
29.5;0.0;0.0
29.6;0.0;0.0
29.700000000000003;0.0;0.0
29.8;0.0;0.0
29.900000000000002;0.0;0.0
30.0;0.0;0.0
30.1;0.0;0.0
30.200000000000003;0.0;0.0
30.3;0.0;0.0
30.400000000000002;0.0;0.0
30.5;0.0;0.0
30.6;0.0;0.0
30.700000000000003;0.0;0.0
30.8;0.0;0.0
30.900000000000002;0.0;0.0
31.0;0.0;0.0
31.1;0.0;0.0
31.200000000000003;0.0;0.0
31.3;0.0;0.0
31.400000000000002;0.0;0.0
31.5;0.0;0.0
31.6;0.0;0.0
31.700000000000003;0.0;0.0
31.8;0.0;0.0
31.900000000000002;0.0;0.0
32.0;0.0;0.0
32.1;0.0;0.0
32.2;0.0;0.0
32.300000000000004;0.0;0.0
32.4;0.0;0.0
32.5;0.0;0.0
32.6;0.0;0.0
32.7;0.0;0.0
32.800000000000004;0.0;0.0
32.9;0.0;0.0
33.0;0.0;0.0
33.1;0.0;0.0
33.2;0.0;0.0
33.300000000000004;0.0;0.0
33.4;0.0;0.0
33.5;0.0;0.0
33.6;0.0;0.0
33.7;0.0;0.0
33.800000000000004;0.0;0.0
33.9;0.0;0.0
34.0;0.0;0.0
34.1;0.0;0.0
34.2;0.0;0.0
34.300000000000004;0.0;0.0
34.4;0.0;0.0
34.5;0.0;0.0
34.6;0.0;0.0
34.7;0.0;0.0
34.800000000000004;0.0;0.0
34.9;0.0;0.0
35.0;0.0;0.0
35.1;0.0;0.0
35.2;0.0;0.0
35.300000000000004;0.0;0.0
35.4;0.0;0.0
35.5;0.0;0.0
35.6;0.0;0.0
35.7;0.0;0.0
35.800000000000004;0.0;0.0
35.9;0.0;0.0
36.0;0.0;0.0
36.1;0.0;0.0
36.2;0.0;0.0
36.300000000000004;0.0;0.0
36.4;0.0;0.0
36.5;0.0;0.0
36.6;0.0;0.0
36.7;0.0;0.0
36.800000000000004;0.0;0.0
36.9;0.0;0.0
37.0;0.0;0.0
37.1;0.0;0.0
37.2;0.0;0.0
37.300000000000004;0.0;0.0
37.4;0.0;0.0
37.5;0.0;0.0
37.6;0.0;0.0
37.7;0.0;0.0
37.800000000000004;0.0;0.0
37.9;0.0;0.0
38.0;0.0;0.0
38.1;0.0;0.0
38.2;0.0;0.0
38.300000000000004;0.0;0.0
38.400000000000006;0.0;0.0
38.5;0.0;0.0
38.6;0.0;0.0
38.7;0.0;0.0
38.800000000000004;0.0;0.0
38.900000000000006;0.0;0.0
39.0;0.0;0.0
39.1;0.0;0.0
39.2;0.0;0.0
39.300000000000004;0.0;0.0
39.400000000000006;0.0;0.0
39.5;0.0;0.0
39.6;0.0;0.0
39.7;0.0;0.0
39.800000000000004;0.0;0.0
39.900000000000006;0.0;0.0
40.0;0.0;0.0
